text,labels,target,source,dataset,nb_annotators
@USER @USER oui enfin l'impérialisme chinois ça se résume à: cool l'afrique à merde les mongols nous déf… @USER,0,asians,Twitter,MLMA,3
@USER flemme ça fait vrmnt tweet attrape renois j'ai d'autres passes temps mdr,0,african_descent,Twitter,MLMA,3
@USER mdrrrrr wallah t'es débile gros jte demande une rime en comme dans en attardé,0,special_needs,Twitter,MLMA,3
@USER la fois où t’as peter un cable sur une meuf qui t’avais traiter de sale arabe ça comptait pas ?,1,arabs,Twitter,MLMA,3
@USER une féministe qui te parle d'irl.,0,women,Twitter,MLMA,3
l'islamisation en marche @USER,0,muslims,Twitter,MLMA,3
putain vous vous resemblez de fou !!! en plus vous parlez la même langue d'attardé @USER @USER,0,individual,Twitter,MLMA,3
@USER oui c’est vrai &lt;3,0,other,Twitter,MLMA,3
@USER encore les méchants blancs oppresseurs qui n'ont que ce qu'ils méritent. le logiciel gauchiste est resté… @USER,1,left_wing_people,Twitter,MLMA,3
@USER y’a pas que les arabes qui ont débattu,0,arabs,Twitter,MLMA,3
@USER @USER @USER m'a traitée de sale arabe. de sale blanche aussi.alors je sais pas où e… @USER,0,arabs,Twitter,MLMA,3
un colon elle dit mais va niker ta mère la pute c'est comme si appelait les renoi esclave sale chienne @USER,0,other,Twitter,MLMA,3
comment tu peux passer d’une personne à une autre comme ça d’un seul coup? c’est pas possible faut être mongol mdr,0,individual,Twitter,MLMA,3
#le20h #mdr le sujet sur le diesel des autres pays européens ne s’attarde pas sur l’espagne 128€ et même pas… @USER,0,other,Twitter,MLMA,3
sos racisme officine gauchiste et dhimmi qui préfère détourner la tête quand le racisme anti-blanc sévit ! @USER,0,other,Twitter,MLMA,3
@USER corrente de mongol,0,special_needs,Twitter,MLMA,3
les perse etc sont plus blanc que les français espagnol iitalien corse grec russo mongol etc,0,other,Twitter,MLMA,3
Ça fais longtemps j’ai pas vu des arabes j’me sens dépaysée,0,african_descent,Twitter,MLMA,3
grace aux rageux de ton cc aura peut etre des renois muslim ou autre origine muslim qui vont plonger dans tes dm… @USER,0,african_descent,Twitter,MLMA,3
rt @USER meilleur que thiago messi voila c'est terminenc'est un crack le meilleur attarde du siecle c'est bien lui il est sur le,0,indian/hindu,Twitter,MLMA,3
@USER @USER @USER mais oui mais oui l’islamo gauchiste... va raconter ça d’autres.,0,left_wing_people,Twitter,MLMA,3
quel frère (il écrit mieux rebeu que des rebeus) @USER,0,arabs,Twitter,MLMA,3
@USER j'aurais dis pareil avc les renois t'aurais rep la meme?,0,african_descent,Twitter,MLMA,3
@USER ptdrrrrrr c vrai que souvent c des mongol qui ont ces chiens là :/,0,special_needs,Twitter,MLMA,3
ce soir nous sommes invités dans la yourte de nos hôtes pour déguster un barbecue mongol qui ressemble en fait pl… @USER,0,other,Twitter,MLMA,3
@USER putain mais c'est un fake mongol,0,individual,Twitter,MLMA,3
naza mongol te moi aussi dit ça des « oh t’as toujours un visage serré tu souris pas nanani » pourtant g… @USER,0,african_descent,Twitter,MLMA,3
dois mongol,0,individual,Twitter,MLMA,3
déjà les renois c’est sûr ils vont dire jesus christ @USER,0,other,Twitter,MLMA,3
l'afrique est désertique,0,african_descent,Twitter,MLMA,3
@USER @USER il le regard d'un attardé qu'aurait vu un casque de vélo et les sourcils de françois f… @USER,0,individual,Twitter,MLMA,3
les commentaires en bas de tous les renois psq il dit le n-word j’aimerai que tous les asiat fassent pareil quand… @USER,0,other,Twitter,MLMA,3
@USER c'un attardé j'suis mort il est tellement fier,1,other,Twitter,MLMA,3
je partage souvent le travail de pierre estève que j'ai toujours adoré et qui mérite qu'on s'y attarde j'aime la f… @USER,0,indian/hindu,Twitter,MLMA,3
@USER je précise ça non pas pour ton tweet maisnpour l'autre mongol parlant de la purge de cette nuit. ce n… @USER,0,individual,Twitter,MLMA,3
@USER l'autre mongol quesqu'il raconte 2 viewers t'as pas la motiv l'autre papi avec sa radio il est resté… @USER,0,individual,Twitter,MLMA,3
@USER @USER et de toute façon nous avons déjà beaucoup trop de migrants et d’immigrés hors culture fran… @USER,0,immigrants,Twitter,MLMA,3
@USER si es mongol,0,special_needs,Twitter,MLMA,3
@USER @USER @USER @USER les dernieres elections au quebec (region aussi gauchiste... @USER,0,left_wing_people,Twitter,MLMA,3
les mecs renois qui sortent avec des meuf rebeu pourquoi ils aime trop la mala?,0,other,Twitter,MLMA,3
added video @USER playlist @USER  l' opposition ne dispose d'aucun programme et s'attarde sur des faux,0,other,Twitter,MLMA,3
les clans arabes f… @USER,0,individual,Twitter,MLMA,3
sale raciste t’es pas une vraie rebeu toi t’es dans la mm case que « jean françois patriote_38 » qui jette des sau… @USER,0,indian/hindu,Twitter,MLMA,3
bon aller baize tes mort d'attardé complètement ravagé mentalement et laisse les grand trkl @USER,0,other,Twitter,MLMA,3
@USER t’es attardé tu m’as unfollow,0,individual,Twitter,MLMA,3
il est temps d’en finir avec la délinquance et l’hyper-violence et d’en finir avec les barbares qui s’attaquent au… @USER,0,other,Twitter,MLMA,3
je fous qu'on traite de complotiste. je sais ce que je dis. et je ne suis pas antisémite voilà pourquoi je l… @USER,0,individual,Twitter,MLMA,3
@USER pk t'ouvre ta bouche alors sale menteur taime trop les renoi vu que toi mm ten est presque un mdrr,0,african_descent,Twitter,MLMA,3
@USER bah s'ils disent qu'ils ne sont pas français ce sont donc des migrants ? il faut donc les expulser !,1,indian/hindu,Twitter,MLMA,3
@USER gros tu vas pas t’y mettre aussi? y’a des renois qui vous demandent de ne pas dire nigga dites pas nigga… @USER,1,african_descent,Twitter,MLMA,3
@USER après le terrorisme ils remettent la faute sur les femmes. l'islam pour eux c'est enfermer les femmes.,0,women,Twitter,MLMA,3
que les renois qui peuvent tweeter ça sans gêne mdrrr @USER,1,african_descent,Twitter,MLMA,3
@USER oui cela s'appelle la colonisation et l'islamisation d'une nation avec l'aval de nos gouvernements soumis à l'ue.,0,muslims,Twitter,MLMA,3
@USER tu ja respondeu mongol,0,individual,Twitter,MLMA,3
@USER @USER @USER mongol demais,0,individual,Twitter,MLMA,3
il fait pas attardé lui en ssg,0,other,Twitter,MLMA,3
@USER @USER surement un gauchiste,0,left_wing_people,Twitter,MLMA,3
@USER mdr ta rien à perdre c’est une sale renoi qui dit d’la merde tant mieux qu’elle bloquer tu mérite pas de voir une tél merde,0,african_descent,Twitter,MLMA,3
les renois qui découvrent que madame est une negrophile ou negrophobe apres une dispute où le mot « singe » ressort. @USER,0,women,Twitter,MLMA,3
je suis gauchiste jusque dans la masturbation,0,other,Twitter,MLMA,3
au faite bonne année en retard à tt les rebeus muslim etc de cette planète,0,other,Twitter,MLMA,3
«je ne peux pas croire qu'il va dire son fameux come en direct d'inkerman. c'est mongol !» mentionne la pré… @USER,0,left_wing_people,Twitter,MLMA,3
@USER @USER en plein shabbat aurait crié : « il faut tuer tous les juifs. »antisémite complotiste et… @USER,1,jews,Twitter,MLMA,3
#pmasanspère : au nom du désir tout puissant des adultes sur les enfants permet cette violence sur leur identité profonde.,0,other,Twitter,MLMA,3
hé ça fume dans mes mentions y'a un debats entre un juifs et un complotiste c'est n'importe quoi,0,individual,Twitter,MLMA,3
expulser migrants,1,immigrants,Twitter,MLMA,3
que mongol #askfandoms,0,other,Twitter,MLMA,3
les renois tue en plus tout en l'traitant il lui lâche un regarde maintenant il une tête de tomate j'riais et… @USER,0,other,Twitter,MLMA,3
#lejouroujaibrulemoncoeur mon dieu ce que cet ado mal éduqué et attardé vient de faire en levant le haut de la jeun… @USER,0,other,Twitter,MLMA,3
l'islam est innocent du terrorisme @USER,0,muslims,Twitter,MLMA,3
@USER calais les migrants viols et agresse même les habitants qui leur vienne en aide à cause de ça les habitants quitte calais,0,african_descent,Twitter,MLMA,3
j’hallucine ils sont en train de dire que dans la mode tu réussis mieux quand t’es noir arabe ou gay???? ptdr bien… @USER,0,african_descent,Twitter,MLMA,3
si votre femme vous interdit de mettre une grande claque dans la tete de votre mongol de fils vous faites quoi,0,asians,Twitter,MLMA,3
le collectif accuse les forces de l’ordre d’user de la violence envers les migrants. l’an dernier le collectif dén… @USER,0,other,Twitter,MLMA,3
@USER @USER mdrrr je reconnais étais que deux rebeus dans classes et tout nos profs nous con… @USER,0,arabs,Twitter,MLMA,3
malheureusement en #france un de perdu dix de retrouvés ! #migrants #stopimmigration @USER,1,immigrants,Twitter,MLMA,3
typique des renois mdrr quand ça perd la battle ça crie au scandale ! bouge de là @USER,0,other,Twitter,MLMA,3
@USER l extreme droite est un fantasme gauchiste. elle n existe que dans la tete des gauchiasses qui raiso... @USER,0,left_wing_people,Twitter,MLMA,3
rt @USER @USER @USER @USER le gauchiste est aveugle il rend sourd et aveugle. le gauchiste ne se pose p,0,left_wing_people,Twitter,MLMA,3
@USER @USER @USER @USER @USER calla mongol,0,special_needs,Twitter,MLMA,3
les renois et les rebeus qui créent la division entre les communautés devrait vous enfermer dans des goulags,1,other,Twitter,MLMA,3
@USER les kabyle tjrs dans la violence c'est pas possible,0,other,Twitter,MLMA,3
@USER bah tu t’en souviens pas gros attardé,0,other,Twitter,MLMA,3
ton type de gars? — les renois @USER,0,other,Twitter,MLMA,3
ce mongol n’est même pas capable de gérer un amant marocain... @USER,0,indian/hindu,Twitter,MLMA,3
perso j'accueillerais bien 1 migrant pour chaque nick conrad à expulser.,1,individual,Twitter,MLMA,3
j’ai failli postuler dans un magasin de fringues mais le fait de penser à garde-robe de bobo-gauchiste non-bina… @USER,1,indian/hindu,Twitter,MLMA,3
@USER @USER @USER @USER @USER c'est toi l'attardé mental connard! et en plus illettré co… @USER,0,individual,Twitter,MLMA,3
@USER j’suis le renois le plus gentil au monde..,0,other,Twitter,MLMA,3
derrière 2-2 quel mongol,0,individual,Twitter,MLMA,3
au début pdt le refrain d'on danse pas j'pensais que gringe disait danse pas dans ce spa jui un attardé,0,individual,Twitter,MLMA,3
@USER comme propagande gauchiste et dictaturielle vous faites fort,0,indian/hindu,Twitter,MLMA,3
les rebeus quand tu leurs donnent pas de clopes @USER,0,other,Twitter,MLMA,3
@USER grave genre l'empire mongol ou un truc comme ça,0,other,Twitter,MLMA,3
@USER sale juif,0,jews,Twitter,MLMA,3
@USER @USER @USER ouuuuin bb,0,other,Twitter,MLMA,3
les français parlent aux français... ils n'y pas de violence policière à ouistreham... je répète...,0,individual,Twitter,MLMA,3
j’aime pas les arabes que des bougnoules de merde,0,left_wing_people,Twitter,MLMA,3
@USER @USER @USER @USER mdr bac option attardé !,0,individual,Twitter,MLMA,3
ouah les rebeus qui se rapl de maher zain?,0,arabs,Twitter,MLMA,3
le génie d'aulas est d'intégrer tous les rebeus du rhône alpes dans son cen… @USER,0,other,Twitter,MLMA,3
@USER @USER l’islamisation en marche ! la pauvreté généralisée partout en france.,1,muslims,Twitter,MLMA,3
@USER @USER comment sa ? sara. sa peut s’écrire de différente manière avec un h ça viens des juifs… @USER,0,jews,Twitter,MLMA,3
@USER @USER tu le presentes comme une moyenne mais dans un reseau trophique la place peut va... @USER,0,other,Twitter,MLMA,3
@USER tu chamoy de.mongol,0,special_needs,Twitter,MLMA,3
sauf qu’on te dit qu’ils sont focalisés sur les renois et rebeu. faire son attardé sur les réseaux paye pas hein @USER,0,african_descent,Twitter,MLMA,3
@USER ideologie gauchiste l'universite scientifiques dans les medias (@USER ...) secession (perspe... @USER,0,left_wing_people,Twitter,MLMA,3
@USER @USER non c'est clair c'est pas un français c'est un traître mongol en plus,0,individual,Twitter,MLMA,3
@USER @USER ce genre de mongol sois prudente !,0,individual,Twitter,MLMA,3
qui se rappelle si ce mongol à déjà été à l'école ?? @USER,0,special_needs,Twitter,MLMA,3
regardez juste les réponses qu’ils donnent dans les commentaires cet attardé mental que des trucs genre « ptdr »… @USER,0,other,Twitter,MLMA,3
nan mais attends il va pas trouver raciste non plus si campion l'appelle le jaune ou ching chong ou fu man shu @USER,1,asians,Twitter,MLMA,3
donc si les États africains… @USER,0,african_descent,Twitter,MLMA,3
@USER chaque femme dispose de son corps. les accidents ça arrive. toi qui est contre l’avortement ça te… @USER,0,other,Twitter,MLMA,3
pour vous faire comprendre à quel point ce pays est attardé regardez le type d’emails politiques qu’ils envoient… @USER,0,other,Twitter,MLMA,3
.@USER va débloquer 80 millions de dollars pour les #réfugiés et les communautés d’accueil au #niger,0,other,Twitter,MLMA,3
@USER @USER exactement ! comme y'a des rebeus et des turcs qui prennent des prénoms civilizi pour passer crème !!!,1,arabs,Twitter,MLMA,3
ptdrr mai c vraiment un peuple d’attardé @USER,0,other,Twitter,MLMA,3
qu'on mette les chose au clair. non je ne suis pas con attardé débile ou je ne sais quoi. j'ai un niveau de cultu… @USER,0,indian/hindu,Twitter,MLMA,3
sont intervenus; c’est parce que vous alimentez la propagande terrorist…,0,other,Twitter,MLMA,3
la guerre contre le terrorisme n'est pas une guerre contre l'islam ! @USER,0,indian/hindu,Twitter,MLMA,3
@USER la lecture de ceci interroge grandement pour elle l’alcool est une des complications de la violence fa… @USER,0,individual,Twitter,MLMA,3
@USER tu pousses la reflexion trop loin pour un gauchiste,0,left_wing_people,Twitter,MLMA,3
je suis pas contre mais l'avortement est un homicide j'ai suffoqué pttdddrrrrr,0,special_needs,Twitter,MLMA,3
nn aret hobi tu va pa fr la mongol toi auci @USER,0,individual,Twitter,MLMA,3
@USER @USER t'es un sacré attardé toi,0,individual,Twitter,MLMA,3
la folie gauchiste amene la clochardise des individus @USER,0,other,Twitter,MLMA,3
@USER non ceci est pourri jusqu'à la moelle anti complotiste . plus le ciel est pourri plus les non voyants voient pur.,0,other,Twitter,MLMA,3
vous êtes vraiment mongol au point de faire tirer sidibé à 35m sur un bon coup-franc ?,0,other,Twitter,MLMA,3
ptdr il la découpé dirait les renois au foot staprem @USER,0,african_descent,Twitter,MLMA,3
@USER c’est tellement con ce qu’elle dit que je suis pas attardé sur ça mais ouais effectivement c’est grave racoste de dire ça,0,individual,Twitter,MLMA,3
@USER sale payday juif arabophile retourne en cuisine !,1,jews,Twitter,MLMA,3
heureusement que personne de tl follow cet attardé mentale @USER,0,individual,Twitter,MLMA,3
@USER oui donc le problème de base c'est lui je comprends pas pourquoi il pète un câble comme un gros mongol… @USER,0,individual,Twitter,MLMA,3
#4novembre2018 le plus beau cadeau inattendu 00h10 mon président.@USER s’attarde sur #tl des likes s… @USER,0,individual,Twitter,MLMA,3
@USER @USER @USER jte rassure jsuis blanche et aux states jme suis fait victimiser dans l...avion par un... @USER,0,other,Twitter,MLMA,3
@USER mais t’es un mongol toi nan? À quel moment parle de musique m?,0,individual,Twitter,MLMA,3
@USER le deni de realite qui definit pratiquement la pensee gauchiste prend l...allure d...un delire psychiatr... @USER,0,left_wing_people,Twitter,MLMA,3
@USER @USER pourquoi des pays très riches comme l'arabie saoudite le qatar les Émirats arabes etc. ne le… @USER,0,arabs,Twitter,MLMA,3
@USER @USER @USER @USER l'islam c'est pas pareil que le terrorisme... c'est même… @USER,0,muslims,Twitter,MLMA,3
rt @USER tous les conservateurs soutenant wauquiez sont de reelles gauchiste refoule ! nle vote utile c'est rn point barre ! vou,0,other,Twitter,MLMA,3
@USER les 58 migrants de l'aquarius sont un signe fort envoyé aux africains mais aussi une diversion de ceux… @USER,1,immigrants,Twitter,MLMA,3
robert bowers 46 ans auteur de la tuerie de #pittsburgh accusait les juifs de financer l'invasion des usa par le @USER,0,other,Twitter,MLMA,3
je suis actuellement à zanzibar et je constate qu'il n sue en france où les renois et rebeu opposent dans des… @USER,0,individual,Twitter,MLMA,3
@USER alors la merci merci,0,other,Twitter,MLMA,3
@USER @USER @USER il serait:anti islamisme (anti radicalisme terrorisme extrémisme) ou anti i… @USER,0,muslims,Twitter,MLMA,3
@USER @USER l'islam n'est pas le terrorisme... je veux dire l'extrémisme et il existe dans toutes l… @USER,0,other,Twitter,MLMA,3
@USER le bobo gauchiste qui va nous dire que cette chanson haineuse est la faute du rn.,0,left_wing_people,Twitter,MLMA,3
islam-&gt;islamisme-&gt;terrorisme. @USER,0,asians,Twitter,MLMA,3
toi tu kiff les rebeus — askiparaaait @USER,0,other,Twitter,MLMA,3
@USER @USER @USER oui est d’accord c’est les anti qui parle d’argent sale ou plutôt d’… @USER,0,other,Twitter,MLMA,3
tu change le mot blanc par noirs ou arabes c'est l'émeute c'est incroyable de tenir de tels propos liebig et sa… @USER,0,indian/hindu,Twitter,MLMA,3
@USER @USER merci merkel et l'ue qui préfère le migrant sans papier qui lui n'est même pas expulser ....bizarre ces gens,0,immigrants,Twitter,MLMA,3
pas sortir avec un blanc donc tu préfères asiat/rebeu etc? — asiat rebeu renoi... apres j’ai + kiffé des renois e… @USER,1,african_descent,Twitter,MLMA,3
@USER vue comment il parle mal c'est sur,0,individual,Twitter,MLMA,3
@USER ouais mais c vrai gros tu peux pas nier que bcp de renois le fous t’facon m’en branle chacun fait ce qu’il veux,1,african_descent,Twitter,MLMA,3
@USER ptdrrr elle est attardé,0,individual,Twitter,MLMA,3
@USER @USER non coda est le plus beau de tous les rebeus,0,arabs,Twitter,MLMA,3
@USER tu yes mongol,0,individual,Twitter,MLMA,3
le terrorisme est condamné par tout dans le monde.,0,other,Twitter,MLMA,3
algérie: «les migrants sont beaucoup plus vulnérables maintenant» pour leïla berrato - @USER,0,asians,Twitter,MLMA,3
que tu sois pour ou contre l’avortement c’est le droit de chacun mais ne doit pas mêler ses convictions personne… @USER,0,individual,Twitter,MLMA,3
@USER @USER toi tu es un sacré débile mentale. pas étonnant que tu aies le logo des fachos du prin… @USER,0,individual,Twitter,MLMA,3
@USER c’est pas que les renois elle parle mal wllh elle met tt le monde dans le mm sac j’aime pas surtt que y’… @USER,0,indian/hindu,Twitter,MLMA,3
@USER ah bon ? si quelqu'un n'est pas de ton avis c'est un attardé ? ouaouh,0,indian/hindu,Twitter,MLMA,3
il encore des gens en 2018 qui lâche des sale arabe de merde dans la rue et qui trouve ça normal. l'ignorance nous tuera tous.,1,arabs,Twitter,MLMA,3
enft j’me ss attardé sur aucun son que gangster le reste j’ai écouté une fois,0,other,Twitter,MLMA,3
avant la prison le point commun entre les terroristes c’est l’islam.,0,indian/hindu,Twitter,MLMA,3
tu manques gros #anthony a. — si tu étais renseigné il est dans classe mongol @USER,0,special_needs,Twitter,MLMA,3
porra lennon seu mongol,0,individual,Twitter,MLMA,3
@USER au début j'avais compris ching chong,0,special_needs,Twitter,MLMA,3
@USER @USER @USER je demande aussi,0,other,Twitter,MLMA,3
ce @USER est du niveau intellectuel du premier voyou de banlieue venu !!! oui jamal c'est chameau en a… @USER,0,individual,Twitter,MLMA,3
c quoi ton type de mec — les rebeus @USER,0,other,Twitter,MLMA,3
gros mongol bloque moi espèce de gamin . c'est ta mère qui aurait dû bloquer ton père ta conception ( c'est bien… @USER,0,other,Twitter,MLMA,3
@USER jparle aussi des mongol qui font tous de l'ar je fais elite 1 dommage,0,other,Twitter,MLMA,3
je suis farouchement contre l'avortement mais votre tweet est vraiment débile. mais atteint des niveaux. aucune… @USER,0,indian/hindu,Twitter,MLMA,3
#economics #politics #franceinsoumise au juste qui est amandine picard? une sale arabe? une syria protégée de ses… @USER,0,arabs,Twitter,MLMA,3
@USER @USER @USER tu parles l'autre gays refoule j'espere ?,0,gay,Twitter,MLMA,3
ptdrrr benz youtuber fifa attardé mental qui se croit plus intelligent que les autres 35 ans quand même,0,individual,Twitter,MLMA,3
@USER @USER ce faire de l’argent grâce aux souffrances des autres c’est typiquement gauchiste..,1,left_wing_people,Twitter,MLMA,3
t’aimes les rebeus? — j’aime surtout la personnalité des gens rebeu italiens australiens ou pas je m’enfiche tan… @USER,0,other,Twitter,MLMA,3
tout le temps féministe=lesbienne...vous luttez pour mettre les droits de la femme ou mettre des doigts à la femme ? #feminisme #feminazis,0,women,Twitter,MLMA,3
mais putain j'aurai tartré sa fasse de mongol dans la pièce montée moi !!!! @USER,0,individual,Twitter,MLMA,3
en france demande aux réfugiés de guerreaux exilés du genocide rwandais de « franciser » leurs noms et prénoms… @USER,0,refugees,Twitter,MLMA,3
un faux musulman va la ramené en oposen juif chretein. vice versa faux juif faux chretien. et des que tu va dire at… @USER,0,indian/hindu,Twitter,MLMA,3
la violence est-elle devenue si banale dans notre…,0,other,Twitter,MLMA,3
les renois sa mère ils payent jamais les taxis,1,indian/hindu,Twitter,MLMA,3
@USER j’ai lu avec ta voix de mongol là,0,individual,Twitter,MLMA,3
les meufs (rebeu et renois) vs êtes déjà sorti avec un blanc ?,0,indian/hindu,Twitter,MLMA,3
@USER l’extrême droite est au pouvoir(«police coupe semelles enfants migrants ment sur âge pour expulser...»)… @USER,1,immigrants,Twitter,MLMA,3
peut comprendre la rage des iraniens quand le terrorisme les touche,0,other,Twitter,MLMA,3
#aquarius il sera intéressant de voir ce que fera macron... terrorisme intellectuel des ong @USER,0,other,Twitter,MLMA,3
@USER @USER @USER @USER en fait d'attardé mental je suis ingénieur dans le domaine de l'énergi… @USER,0,individual,Twitter,MLMA,3
les femmes et les jeunes en tête de l'oppisition à l'accueil des migrants musulmans en corée du sud.… @USER,0,other,Twitter,MLMA,3
netanyahu est courageux car l’unesco est hypocrite et islamo gauchiste @USER,0,individual,Twitter,MLMA,3
@USER dans la plaie mongol!!,0,individual,Twitter,MLMA,3
hier soir à toulouse s'est fait embrouillé par une meuf arabe et elle m'a insulté de sale française sauf que s… @USER,0,indian/hindu,Twitter,MLMA,3
mariages renois toujours un daron avec un sifflet en mode c’est un arbitre,0,african_descent,Twitter,MLMA,3
@USER nan nan abuse pas non plus je suis algÉrien et giga fier de l’Être. mais j’ai une préférence pour les renois.,0,african_descent,Twitter,MLMA,3
vos renois d’1m95 110kg qui lâchent des tweets fruités dirait makassy,0,african_descent,Twitter,MLMA,3
son aulas il achète des petits rebeus 20 euros au marché wisseum aouar fils de prof de lettres tu fous le dé… @USER,0,other,Twitter,MLMA,3
des gens qui font des films de merde sur le handicap mental je suppose que ça te dérange aussi sale féministe… @USER,0,women,Twitter,MLMA,3
eh j’suis mort les renois sur ce réseau même pas ça s’appelle par leur blaze @USER,0,other,Twitter,MLMA,3
c'est bien connu que l'esprit critique est valorisé dans les pays arabes/musulmans @USER,0,indian/hindu,Twitter,MLMA,3
@USER bah oui les juifs leurs frères dans l'oppression.,0,other,Twitter,MLMA,3
@USER arabe de service comme juif de service ou negre de service! j'apprends que les filets sociaux ne serven @USER,0,other,Twitter,MLMA,3
@USER @USER @USER cette vue ou le regard s'attarde et dessine des caresses,0,other,Twitter,MLMA,3
putain j’en ai marre c’est vraiment un attardé @USER,0,african_descent,Twitter,MLMA,3
@USER j’avoue souffre trop nous étudiants renois. force à toi est ensemble !!! @USER,0,african_descent,Twitter,MLMA,3
il 45 ans ce mongol quand même @USER,0,special_needs,Twitter,MLMA,3
usa croissance de 42% au 2ieme trimestre mais le gauchiste viktorovitch de cnews va nous dire que c'est grâce à obama,0,other,Twitter,MLMA,3
rt @USER @USER ah bon t'es sur ? est omnivores ducon mais t'es dans une grotte ou quoi ?! est capables de tout,0,other,Twitter,MLMA,3
ptdrrr il mm recopié faute ce mongol @USER,0,individual,Twitter,MLMA,3
l’ua “effarée” par les propos de salvini à propos des migrants africains en europe @USER @USER,0,individual,Twitter,MLMA,3
@USER @USER t'aime pas les arabes ?,0,arabs,Twitter,MLMA,3
@USER c une mongol,0,indian/hindu,Twitter,MLMA,3
@USER @USER « nous sommes en france ».... « nous ne sommes pas en afrique » vos propos sont d’un ri… @USER,1,african_descent,Twitter,MLMA,3
mdrr le mec parle des bites de noirs ça se voit il connaît pas les teubs des rebeus — bon ça est mdrrrr stop @USER,1,other,Twitter,MLMA,3
comme tous les medias la voix du nord quotidien militant gauchiste ordinairele digital patine d'abord. le-digi @USER,0,left_wing_people,Twitter,MLMA,3
tout est le clichés des dealers la langue massacrée... de la part de petits rebeus incultes qui se cherchent un p… @USER,0,other,Twitter,MLMA,3
tweets de la semaine : #migrants en méditerranée - enfants migrants en #france – répression au #kirghizistan – abus… @USER,0,indian/hindu,Twitter,MLMA,3
putain un mongol comme j'en ai rarement vu,0,special_needs,Twitter,MLMA,3
@USER c'est de la foutaise! un coup finance par #soros la grande crapule gauchiste,0,other,Twitter,MLMA,3
@USER @USER @USER lol pas une histoire attardé chaque enfant va son rythme. je connaissais… @USER,0,other,Twitter,MLMA,3
vous taillez un peu trop les meufs renois en ce moment elles ont bons dos. sait tous qu’en vrai vous fermez votr… @USER,0,african_descent,Twitter,MLMA,3
déjà d’où tu te permet de venir traiter ? et alors je préfère les renois toi c’est quoi ton soucis ? c’est inter… @USER,0,individual,Twitter,MLMA,3
@USER je sens une pointe vers la derive gauchiste ici hehe,0,left_wing_people,Twitter,MLMA,3
mdr ça fait rire des fois dans le bus tu vois monte des grand renois zehef. tu dit il 5ans de hebs. il ecoute… @USER,0,african_descent,Twitter,MLMA,3
heuuuu mes copines rebeus c'est des grandes pinces @USER,0,individual,Twitter,MLMA,3
@USER @USER c quoi tes sous entendu de menace je dit que les feministe casse les couilles et castre l... @USER,1,women,Twitter,MLMA,3
les mariages rebeus c'est vraiment le feu meilleure ambiance,0,other,Twitter,MLMA,3
les migrants qui veulent passer une soirée à l'elysée en espérant être régularisé comme mamoudou le héro. @USER,0,indian/hindu,Twitter,MLMA,3
@USER j’suis bientôt sale arabe de merde,1,arabs,Twitter,MLMA,3
il demande si g un soucis bah ui t’es facho debile va @USER,0,individual,Twitter,MLMA,3
@USER salut les islamotrump ! demande juste nous les gauchiste que vous gardiez votre foi pour vous.... @USER,1,muslims,Twitter,MLMA,3
@USER j'ai vu ta vidéo et je te conseille vivement d'installer l'appli' @USER qui lutte contre le cyber-harcèlement.,0,other,Twitter,MLMA,3
j’taf lycee les ptits renois quand ils se moquent des perruques des renoi j’essaye de leur mettre des rapports… @USER,0,indian/hindu,Twitter,MLMA,3
va crevée sale pute de féministe @USER,0,women,Twitter,MLMA,3
@USER @USER l'extrême droite islamiste ? islamo-gauchiste nazislamiste communisto-islamiste islamo-marxi… @USER,1,other,Twitter,MLMA,3
@USER @USER dans ton cul sale fdp ce taousi à gagné un titre africain avec le wac,0,individual,Twitter,MLMA,3
mon cours était naze jusqu’à ce que le prof s’auto proclame gauchiste de merde,0,left_wing_people,Twitter,MLMA,3
@USER @USER je crois que le droit c'est ecris noir sur blanc sur les article de lois,0,other,Twitter,MLMA,3
nana akufo-addo: stop : la vente aux enchères comme esclaves des migrants africains en lybie - signez la pétition … @USER,0,indian/hindu,Twitter,MLMA,3
@USER en vrai les rebeus et les blancs en premier jpeux pas les départager..,1,other,Twitter,MLMA,3
@USER @USER y’a que mongol comme toi pour croire,0,individual,Twitter,MLMA,3
ni plus ni moins du terrorisme intellectuel...,0,other,Twitter,MLMA,3
@USER mais cette bobo parisienne gauchiste serieux ses problemes s'en fout ya beaucoup plus important que le... @USER,0,left_wing_people,Twitter,MLMA,3
@USER @USER @USER @USER oui et alors ou est le probleme j'ai cite l'inde pa... @USER,0,indian/hindu,Twitter,MLMA,3
@USER hahaha mais en même temps la cisphobie n'existe pas donc il pourra jamais comprendre vraiment ce que ça fait ?,0,other,Twitter,MLMA,3
rt @USER voila il faudra se debarrasser de ce genre de gauchiste pour sauver la france !!! @USER,0,other,Twitter,MLMA,3
mamie : les tatouages et les piercings c'est des mutilations. il faut être attardé mentalement ou être au fond du g… @USER,0,other,Twitter,MLMA,3
@USER si les fans de mangas sont des attardé mentaux les fans de célébrités de tele réalité ou autre sont quoi.vive les manga,0,special_needs,Twitter,MLMA,3
@USER @USER tu dis ça pck il est arabe ? tfou hazim tu mdégoute sale raciste !,0,arabs,Twitter,MLMA,3
je vois le level langages de mongol,0,special_needs,Twitter,MLMA,3
et le père qui plus est est tout autant un attardé.,0,individual,Twitter,MLMA,3
