text,labels,target,source,dataset,nb_annotators
  arff... les renois..,0,african_descent,Twitter,MLMA,3
faut vraiment être attardé pour avoir fait pire que moi au dst de philo,0,individual,Twitter,MLMA,3
  woh attardé,0,individual,Twitter,MLMA,3
est 4 se donne rdv à 14h y’en pas un qui est sorti de son lit il est 14h17 les renois,0,african_descent,Twitter,MLMA,3
 vous vouliez dire que la rhétorique islamo-gauchiste est souvent calquée sur la rhétorique antisémit… ,0,left_wing_people,Twitter,MLMA,3
 comm tardif mais des dimanches qui s'affichent ainsi méritent qu'on s'y attarde. très belle photo !,0,other,Twitter,MLMA,3
c'est bete de rt trop vite des informations provenant de la conosphere islamo-gauchiste.nnc'est revoltant de se rej ,0,muslims,Twitter,MLMA,3
 faut déja être attardé pour comparer patrick sebastien de la symphonie,0,individual,Twitter,MLMA,3
 que ce ne soit pas des burundais refugies alerte car leur corps sont visibles loeil nu,0,refugees,Twitter,MLMA,3
 bah att mongol,0,indian/hindu,Twitter,MLMA,3
 ptdrrr j'aimais bien ton tweet jusqu'au mot attardé sale enfoiré,0,individual,Twitter,MLMA,3
  bah qu'elle viennent tuer alors.. ah bah non je suis securise par des murs que... ,0,individual,Twitter,MLMA,3
   c'est pas quel pas de cerveau elle est juste féministe laisse la militer sale oppresseur,0,women,Twitter,MLMA,3
  c’est un mongol,0,individual,Twitter,MLMA,3
 c’est demain attardé,0,other,Twitter,MLMA,3
adel que il trouve des perles dans la catégorie attardé de l’année et jtombe tjr avec lui,0,individual,Twitter,MLMA,3
  c' est un sale juif...,0,jews,Twitter,MLMA,3
 Ça les attires pas les rebeus,1,other,Twitter,MLMA,3
les fdp qui ont mit le feux aux esserts faut vrm etre attardé pour faire ça,0,other,Twitter,MLMA,3
 ce gros mongol oublie totalement qu'à 3-0 à angers à la mi-temps avait pas grand chose à redire.,0,other,Twitter,MLMA,3
  c’est un attardé il fait câblé,0,individual,Twitter,MLMA,3
 quel moment j'ai parlé de rami ptn?? je te parle d'amavi t'es mongol ??,0,indian/hindu,Twitter,MLMA,3
il faut refuser d'accueillir l'aquarius qui transporte sûrement de faux migrants et de vr…,0,indian/hindu,Twitter,MLMA,3
où sont les rebeus de lyon,0,other,Twitter,MLMA,3
  alors deja ton ecriture pas francaise comprend rien. ensuite les meufs ca s'epile. e... ,0,women,Twitter,MLMA,3
les réfugiés oubliés - 1 million de juifs chassés des pays arabes ,0,hispanics,Twitter,MLMA,3
#lfauit  doit voir le #mongol,1,left_wing_people,Twitter,MLMA,3
réponse type de gauchiste sur le scandale #nickconrad : je condamne mais...,1,african_descent,Twitter,MLMA,3
je crois qu'aurélien taché est en train de passer du statut de gauchiste à celui de vraie ordure. juste un mauvais… ,0,left_wing_people,Twitter,MLMA,3
  t’es vraiment un attardé gros,0,individual,Twitter,MLMA,3
 ça va mongol,0,special_needs,Twitter,MLMA,3
ton style de gars? — encr ? les renois et métisses ,0,other,Twitter,MLMA,3
ce qui dégoute le+c'est que l'on nous emmerde avec les migrantsles demandeurs de papiers clandestins(qui vivent… ,0,indian/hindu,Twitter,MLMA,3
comme vs savez pas séparer l’islam du terrorisme mdr en tt k,0,muslims,Twitter,MLMA,3
seigneur j'apprends qu'une giga pute de mon ancien lycée gueulé contre l'avortement.,1,other,Twitter,MLMA,3
bah non mais les rebeus aussi ont une grosse bite — bon tg ,1,indian/hindu,Twitter,MLMA,3
 non le torchon national gauchiste marianne fait un article contre mechencon je revealleluia !,1,left_wing_people,Twitter,MLMA,3
 (g trouvé enft jui juste attardé profond jcrois),0,individual,Twitter,MLMA,3
mes sista renois le 20 ça ,0,african_descent,Twitter,MLMA,3
et toi apart dénigrer tu sers à quoi? je suis arabe sale pute et j’suis ni l’un ni l’autre ,0,individual,Twitter,MLMA,3
. 130 femmes meurent chaque jour du fait de l’illégalité et du non accès à l’#avortement.,0,individual,Twitter,MLMA,3
  d’accord l’attarde du village allez retourne forniquer avec ses cousins,0,special_needs,Twitter,MLMA,3
rt    le bobo citadin pleure parce qu'1 vache va finir en steak dans nos assiettesil insurge su,0,indian/hindu,Twitter,MLMA,3
rt   ce mec qui beneficie de la complaisance de l'idiotvisuel est aussi con que son pere ancien gauchiste,0,other,Twitter,MLMA,3
  ce lieu est un symbole de la lutte contre le terrorisme pas contre l'islam qui n'a rien… ,0,muslims,Twitter,MLMA,3
dans la rue vient de traiter de sale arabe mais mais ... je suis pas arabe,0,arabs,Twitter,MLMA,3
  comme si les #migrants qui viennent de pays profondément homophobes allaient devenir gay friendly un jour !,0,immigrants,Twitter,MLMA,3
personnage ainsi q tte la clique gauchiste deguise 1 macronistes !!ont ttes ls qualites requises qui ont etaient ,0,left_wing_people,Twitter,MLMA,3
 je rigole kan je vois vos commentaires. si c était 1 noir ou 1 arabe allait entendre( dégage rentre… ,0,african_descent,Twitter,MLMA,3
  citation du responsable de l'etude que tu n'as sans doute pas lu : c'est vrai qu'... ,0,individual,Twitter,MLMA,3
il dit ça en faisant valoir le vocabulaire de la gauche attardé qui nous entoure depuis tant d'années.,0,individual,Twitter,MLMA,3
virer les français et les remplacer par des migrants black qui branlent rien le changement de population n’est pa… ,0,african_descent,Twitter,MLMA,3
paris première mise en demeure pour des propos d'Éric zemmour sur les migrants musulmans  via ,0,individual,Twitter,MLMA,3
 les islamogauchistes qui ont célébré #ahedtamimi appellant à anéantir ts les juifs et la famille entièr… ,1,jews,Twitter,MLMA,3
propos de zemmour sur les migrants : le csa avertit paris première ,0,individual,Twitter,MLMA,3
 la france est le pays le plus taxé d’europe et le plus sale ! qui voudrait investir dans un pays en… ,0,other,Twitter,MLMA,3
 et est plus de 10 millions!!! charlot de gauchiste,0,left_wing_people,Twitter,MLMA,3
 quand je vois ta façon de t'exprimer je crois qu'entre nous deux c'est toi l'attardé mdr allez ciao,0,individual,Twitter,MLMA,3
je ne suis pas rendue compte de la violence de cette séance.,0,individual,Twitter,MLMA,3
« les petites blanches » ptdr s’ils savaient que dans le lot y’a des giga arabes et renois encore plus fan ,0,african_descent,Twitter,MLMA,3
scandale.... que fait le gauchiste libertin  !,0,other,Twitter,MLMA,3
et je m’attarde sur des petits détails,0,other,Twitter,MLMA,3
    le programme de fillon yaurai eu un gros bordel de gauchiste… ,1,left_wing_people,Twitter,MLMA,3
  il fédère quand même marcon ! moi je suis une saloperie de gauchiste de merde et je suis d'acco… ,0,left_wing_people,Twitter,MLMA,3
l’expulsion des migrants africains en question ,0,other,Twitter,MLMA,3
les darons renois ,0,other,Twitter,MLMA,3
jviens de tomber sur un compte twitter c'est insane putain le mec c'est un attarde avec un balais sur la tete avec ,0,indian/hindu,Twitter,MLMA,3
quel est le mongol qui fait cela? pas de signature... ,1,special_needs,Twitter,MLMA,3
  le terrorisme intellectuel serait ici de dire : « définition décoloniale du racisme est exclus… ,0,other,Twitter,MLMA,3
pk les chats noir ont quasiment tous une tête d’attardé,0,other,Twitter,MLMA,3
tu trouves comment physiquement les rebeus ? pas forcément les mecs de tess — craquant de fou ,0,other,Twitter,MLMA,3
  merci à vous deux je viens d'apprendre que je suis nationaliste antisémite complotiste… ,0,individual,Twitter,MLMA,3
 les rebeus elles sont quand même mieux comme ça que sous le niqab !,0,arabs,Twitter,MLMA,3
 n'empêche entre les mecs qui sont en mode olala c'est un mongol bla bla il ne vaut rien il fait que cass… ,0,individual,Twitter,MLMA,3
 les rebeus vous êtes dur avec les filles,0,arabs,Twitter,MLMA,3
notre réservoir de rebeus est inégalable futur crack lui ,0,arabs,Twitter,MLMA,3
 le débile autiste dégénéré basque sait pourquoi perd mais il s'en bat les couilles,0,individual,Twitter,MLMA,3
  laisse le tranquille sale juif homophobe,1,jews,Twitter,MLMA,3
  grossse gauchiste,0,left_wing_people,Twitter,MLMA,3
keski va pas chez moi à rire comme un mongol à ça ,0,asians,Twitter,MLMA,3
rt    avec castaner l'islamo-gauchiste l'interieur...je crains que non!,0,african_descent,Twitter,MLMA,3
 est ce que la drogue inclut aussi le terrorisme certainement car les terroristes sont des drogues… ,1,other,Twitter,MLMA,3
    te propose un essai et toi tu parles ching chong. tu verras… ,0,individual,Twitter,MLMA,3
   sale arabe mdrrr,0,arabs,Twitter,MLMA,3
 mouais vous n’étiez pas bien virulent quand la gauchiste dégénérée de sciences sortait en toute bonne… ,0,left_wing_people,Twitter,MLMA,3
vous voyez c'est ce qu'on appel communément un mongol. un vrai. incapable d'utiliser son cerveau et de lire correc… ,0,individual,Twitter,MLMA,3
il est contre l’avortement fin qd g parler de certains trucs il m’a dit que d’accord il préférait avorter que un en… ,0,african_descent,Twitter,MLMA,3
 c’est triste qu’une de nos sœurs réussisse pour une fois et qu’on s’attarde sur des futilités les twe… ,0,african_descent,Twitter,MLMA,3
le nouvel eldorado des rebeus c plus le trading mtn c'est l'aéroport,1,individual,Twitter,MLMA,3
 je m'appelle marie-france et ça n'a jamais empêché les ching chong de pleuvoir.,0,asians,Twitter,MLMA,3
au  ça s'attarde sur le psg mais pour parler des fraudes fiscales ça dur 36 secondes bande de tocar… ,0,individual,Twitter,MLMA,3
quel ramassis d’attardé ,0,other,Twitter,MLMA,3
par de mongol.... ,0,other,Twitter,MLMA,3
 vien jouer sale arabe,0,arabs,Twitter,MLMA,3
 c’est vous qui essayez de cacher votre racisme anti-allemand en le dissimulant dans une théorie du comp… ,0,other,Twitter,MLMA,3
c quoi son style de mec aussi? — elle préfère les renois mais si blond aux yeux bleu oklm faut tu sois drôle auss… ,0,individual,Twitter,MLMA,3
    les négligences sont une violence et considérées comme de la maltraitance… ,0,other,Twitter,MLMA,3
 va jouer st nazaire (club que des renois et des rebeux)...,0,arabs,Twitter,MLMA,3
  belle répartie digne d'un enfant de cm2 à base ta maman comme tout les rebeus sans disci… ,1,arabs,Twitter,MLMA,3
le sprinteur attardé d'ouagadougou commence vraiment à péter les couilles,0,indian/hindu,Twitter,MLMA,3
la il est juste attardé ,0,other,Twitter,MLMA,3
   c'est archi pas un fantasme débile,0,other,Twitter,MLMA,3
 nn j’ai ajouter le bambis sale juif croiser nazi,1,jews,Twitter,MLMA,3
 comme la majorité des renois de france... faites un sondage vous verrez par vous même il suffit de rega… ,0,special_needs,Twitter,MLMA,3
simon gamin pas loin d'être le plus attardé de ce réseau,0,special_needs,Twitter,MLMA,3
c'était pas pour taillé c'était une vrai question — dans ce cas je t'informe qu'on dis mongol et pas mongolienne… ,0,special_needs,Twitter,MLMA,3
 l'émission partait bien avec la reconnaissance du racisme anti blanc sauf pour la gauchiste de servi… ,0,left_wing_people,Twitter,MLMA,3
 pourquoi tu te casses la tête à t'embrouiller avec cet attardé mental mdrrr c'est une perte de temps,0,individual,Twitter,MLMA,3
les migrants sont une richesse pour l’europe! typhus abdominal…,0,immigrants,Twitter,MLMA,3
délit de solidarité pour cédric herrou dans son combat pour l'accueil et la protection des migrants africains dan… ,0,individual,Twitter,MLMA,3
  d'accord le gauchiste.,0,left_wing_people,Twitter,MLMA,3
j’ai été remplacé par un autre renoi dans les snaps d’une sale algérienne,0,other,Twitter,MLMA,3
  ferme ta gueule toi c’est un darron à croire tout les renois il dise ça et les plus gr… ,0,african_descent,Twitter,MLMA,3
expulser migrant,0,immigrants,Twitter,MLMA,3
dès lsbah lillah un sale arabe casse les couilles en allant prendre le métroooooooo,0,arabs,Twitter,MLMA,3
  jte carry sale arabe,0,arabs,Twitter,MLMA,3
 germain dirait un mongol franchement ce joueur n’importe quel attaquant de national fait mieux que lui,0,individual,Twitter,MLMA,3
 le rapport avec le terrorisme c'est l'argument de la vision biaisée de l'islam dont tu parles. d'ailleurs… ,0,muslims,Twitter,MLMA,3
liked  video  l'islamisation du québec - manifestation vendredi le 15 décembre,0,left_wing_people,Twitter,MLMA,3
  2/2 le deuxieme essage s'attarde sur le fait que la spa accueil aussi des animaux plus atypiques. pas… ,0,other,Twitter,MLMA,3
 dites à votre pseudo journaliste/juriste que l'islam n'a rien à voir avec le terrorisme .merci,0,asians,Twitter,MLMA,3
ferme la gros mongol retourne tweeter de la merde ,1,indian/hindu,Twitter,MLMA,3
eh les 2002-03 de tl sur vie allez jamais en stmg que des cas sociaux et des rebeus en survêt c'est des giga débile,1,arabs,Twitter,MLMA,3
elle vivait ça meilleur vie renois par ci renois par là ! le renois 1 avait rien dema… ,0,individual,Twitter,MLMA,3
#kodikodday #réfugiés #insertion #solida…,0,christian,Twitter,MLMA,3
#migrants #islam #islamisation #islamisme #islam #afrique #immigrants #macron #lrem #fra…,0,muslims,Twitter,MLMA,3
    jpense hein ua des mongol un moment,0,other,Twitter,MLMA,3
   la bonne pote gauchiste de chirio,0,left_wing_people,Twitter,MLMA,3
rt  quand demande un gauchiste d'argumenter  ,0,indian/hindu,Twitter,MLMA,3
 ai foi mongol,0,other,Twitter,MLMA,3
 wa fik ben c'est assez simple pour les abrutis qui l'écoute rap=banlieue=immigrés=arabe/noir=islam=terr… ,0,arabs,Twitter,MLMA,3
je comprend pas pourquoi vous prenez les gens contre l'avortement pour des attardés à croire c'est un débat simple… ,0,other,Twitter,MLMA,3
lui c le genre de mec qui finit au tribunal pour violence conjugale ,0,individual,Twitter,MLMA,3
 mddrrrr parle mieux sale arabe,0,arabs,Twitter,MLMA,3
 bah j’suis pas petite et je fais moins de 1m80 mongol j’suis pas « naine »,0,indian/hindu,Twitter,MLMA,3
recette pour la montée de l'extrême droite faites entrez beaucoup de migrants en même temps échouez leur intégrat… ,0,other,Twitter,MLMA,3
   ok tes un attardé ces mort pour te parler,0,individual,Twitter,MLMA,3
   guenolé le gauchiste osé critiquer une des seules réelles féministes honorable e… ,0,individual,Twitter,MLMA,3
rt  je peux pas m'empecher de penser que c'est la meme mecanique qu'avec le faux compte gauchiste et provocateur ,0,christian,Twitter,MLMA,3
  ils sous entend que les bobo gauchiste dont il parle sont tous des islamo-gauchiste des gens… ,0,left_wing_people,Twitter,MLMA,3
 effectivement merci quel attardé je suis,0,other,Twitter,MLMA,3
en plus elle est de sotteville cette attardé mental ,0,individual,Twitter,MLMA,3
     oui tu es un gauchiste car tu mets tout… ,0,left_wing_people,Twitter,MLMA,3
il est capable de te lâcher un sale arabe ou un sale nègre sous l'effet de la colère au premier degré... j'ai u… ,1,other,Twitter,MLMA,3
parole y’a trop d’attardé sur les réseaux.,0,other,Twitter,MLMA,3
  elle peut fermer sa gueule l’avocate gauchiste. elle dit que des inepties pas de b… ,0,left_wing_people,Twitter,MLMA,3
    ouais super 2 renois sur 50 maghrébins,0,african_descent,Twitter,MLMA,3
eh les renois vous dîtes quoi au coiffeur qnd vous voulez un dégradé blanc ??,0,african_descent,Twitter,MLMA,3
  mais cela n'excuse en rien les insultes ou le harcèlement,0,other,Twitter,MLMA,3
 attardé,0,other,Twitter,MLMA,3
« ok jean pierre alors tu ramènes un bébé black des asiatiques des rebeus prcq ils commencent à saouler eux… ,1,african_descent,Twitter,MLMA,3
 la fameuse intimidation de phasme de 60 kg de la crasse gauchiste. ,0,left_wing_people,Twitter,MLMA,3
— proverbe africain,0,other,Twitter,MLMA,3
 mais toi une ouf je parle renois comme jparle asiatique arabes babtou chpas tveu quoi allez… ,0,african_descent,Twitter,MLMA,3
 non une carte d'immunité en tant qu'islamo-gauchiste !,1,left_wing_people,Twitter,MLMA,3
   Ça mfume les attardé qui affirment plein de certitudes que tel ou tel truc est mieux a… ,0,other,Twitter,MLMA,3
les renois avec des chevalières aux doigts la,0,other,Twitter,MLMA,3
 relis mon tweet mongol et va dormir,0,individual,Twitter,MLMA,3
Ça enlevez ça localisation pour allez voir renois1 et pcq elle ce localise avec renois 2 vu que y’a pas trop de con… ,1,indian/hindu,Twitter,MLMA,3
  exemple tout bete,0,other,Twitter,MLMA,3
    compare pas mon gars à un attardé car il écoute pnl,0,special_needs,Twitter,MLMA,3
  il fait quoi au juste ce gouvernement? pourquoi il s'attarde sur des futilités alors qu'il de… ,0,other,Twitter,MLMA,3
  chaque #avortement c'est mozart qu'on assassine comme l'a si bien rappelé #manu !,1,other,Twitter,MLMA,3
 ce que raconte #siel un harcèlement qui dénote manque d'intelligence sans discernement... rien d'éto… ,0,other,Twitter,MLMA,3
 ... le terrorisme est un mode opératoire un procédé technique qui ne porte en soi aucune idéologie. mai… ,0,other,Twitter,MLMA,3
cette poule m'a insulte de sale gauchiste ,0,left_wing_people,Twitter,MLMA,3
mrdil écrit comme un mongolece #fanzouzestupide ! #mongol #tpmp #neuneu #abruti ,0,individual,Twitter,MLMA,3
- grèce : augmentation du nombre d’enfants réfugiés et migrants,0,indian/hindu,Twitter,MLMA,3
pour parler de l'esclavage des arabo-musulman sur les noirs qui toujours exister aucun renois n'en parle hein … ,0,african_descent,Twitter,MLMA,3
meilleur discrit le discrit des renois la,0,african_descent,Twitter,MLMA,3
 c bon tg tu force sale arabe,1,indian/hindu,Twitter,MLMA,3
 mongol leu mais damqko ragal trop mom mais milnee mkm maçon deug leu,0,individual,Twitter,MLMA,3
#olom c'est marrant tout ces pseudo fachos de lyonnais qui applaudissent des blacks des rebeus... vous vous sentez… ,0,individual,Twitter,MLMA,3
 rend moi mes sous toi sale juif reptilien sous terre ta grand mère l'ecaille ton grand père la queue de poisson fdp,0,jews,Twitter,MLMA,3
rt  s'attarde encore sur le nombre de participants la marche alors que le fcc vient de faire un grand pas. belle communica,0,african_descent,Twitter,MLMA,3
précision : propos d’une amie personnelle parisienne très bobo très gauchiste qui voté  en 2017.,0,indian/hindu,Twitter,MLMA,3
  je pense que c'est toi qui est mongol et non pas les stephanois,0,individual,Twitter,MLMA,3
  ce qui n'as rien voir avec le fait d'etre en haut de l'echelle alimentaire ou no... ,0,other,Twitter,MLMA,3
  la rétorique préferée de l'extreme droite. je suis pas raciste j'ai un ami arabe. ca ne marche… ,0,other,Twitter,MLMA,3
les renois sucrées comme ça c beau ,0,african_descent,Twitter,MLMA,3
    mais espece d'autiste au chromosome supplementaire spoiler quelque chos... ,0,individual,Twitter,MLMA,3
heureusement qu'ils ont mis beye pour bâcher toutes les conneries que débite l'autre attardé mental,0,individual,Twitter,MLMA,3
meilleur que thiago messi voila c'est terminenc'est un crack le meilleur attarde du siecle c'est bien lui il est ,0,individual,Twitter,MLMA,3
    Ça sent le gauchiste vexé...fin de la discussion!,0,left_wing_people,Twitter,MLMA,3
 cette technique est reservée que aux parents rebeus,0,indian/hindu,Twitter,MLMA,3
  ton histoire mongol gauchiste big bisou avec le hitler ,0,special_needs,Twitter,MLMA,3
le pm cambodgien reçoit de chaleureuses félicitations de son homologue mongol  ,0,indian/hindu,Twitter,MLMA,3
 personnellement dans la ville où j’habite j’ai plus de chance de mourir du sel que du terrorisme !… ,0,other,Twitter,MLMA,3
lutter contre les violences faites aux femmes en en facilitant l’essor ...… ,0,women,Twitter,MLMA,3
encore une gauchiste déconnectée ...,0,left_wing_people,Twitter,MLMA,3
mais psk ses un mec il un dooooooooozo ptn balaise taah comme un c pas vos ptit renois tout frêle,0,african_descent,Twitter,MLMA,3
 encore plus que les cis.nnsans deconner sur tout les putains de mecs trans que j'ai vu passer sur ,0,hispanics,Twitter,MLMA,3
lyon c'est vraiment une ville d'attardé,0,other,Twitter,MLMA,3
je commence à m’intéresser aux rebeus jsais pas se qui spasse la,0,indian/hindu,Twitter,MLMA,3
 mon prof utilisé ta photo pour mon cours de violence à l'école ptdr (petite victime) ,0,individual,Twitter,MLMA,3
  220 413 albums vendus c’est beaucoup pq tu fais l’attardé comme ça...,0,individual,Twitter,MLMA,3
 remarque l’application majestueuse de la logique du gauchiste fébrile de la rhétorique de l’insulte… ,0,left_wing_people,Twitter,MLMA,3
 faux nul zéro la majorité ne sont pas arabes,0,arabs,Twitter,MLMA,3
 ils se sont cru dans un film juste des gars un peut attardé un peut trop influencé par les films/virtuel… ,0,other,Twitter,MLMA,3
    tu doit une mongol niveau 8 sur l'échelle de richter je laisse tombé je suis vaincus.,0,individual,Twitter,MLMA,3
je prenne bien evidemment du plus gros mongol de ce reseau,0,other,Twitter,MLMA,3
un cas de terrorisme intellectuel juif à l'université d'uppsala en,0,indian/hindu,Twitter,MLMA,3
#iran #terrorisme le terme « takfiri » est utilisé par les autorités iraniennes pour désigner les djihadistes sunni… ,0,individual,Twitter,MLMA,3
 si c'est vrai il faudrait que les féministe de rennes 1 ou 2 idc,0,women,Twitter,MLMA,3
zidane tu le places où ? c’est un attardé lui ,0,individual,Twitter,MLMA,3
l’antisemitisme est un virus mutant il tour à tour le visage de l’extrême gauche de l’extrême-droite et de l’… ,0,christian,Twitter,MLMA,3
rt  je trouve ca gauchiste de dire que le 17 novembre est un mouvement d'extreme droite cependant ne peut nier le fait que c,0,african_descent,Twitter,MLMA,3
 toi tas un sacré problème avec les rebeus laisse moi aimer tout style de mec nan et laisse soeur tranquille,0,arabs,Twitter,MLMA,3
suis-je le seul humain qui va chez le coiffeur et qui finit avec des cheveux entre les dents ? je suis mongol ou bien ?,0,other,Twitter,MLMA,3
   putain ont dirait presque que cela est fait exprès les migrants sont… ,0,immigrants,Twitter,MLMA,3
 jsuis mort enft même si ya qlq cas isolés dans leur tete des que croises des rebeus dans la rue tu te fa… ,0,arabs,Twitter,MLMA,3
quand t’apprends que ton prof d’histoire fait des articles sur des sites pour raconter qu’il est contre l’islamisation de la france,0,muslims,Twitter,MLMA,3
   et c la que c est une diversion et que le terrorisme n est pas causer par l im… ,0,other,Twitter,MLMA,3
la grande somme réclamée par maduro à l'onu pour les réfugiés  via ,0,indian/hindu,Twitter,MLMA,3
 sai mongol,0,individual,Twitter,MLMA,3
ptdr c'est vos darons qui vont payer tout ce que vous degradez pdnt la purge bande d'attardé,1,other,Twitter,MLMA,3
 mais c pa francai jui mongol,0,other,Twitter,MLMA,3
des meufs : « mon style de gars c’est les renois » un mois après elle sorte avec des jérémy #cesoirtribunal,1,african_descent,Twitter,MLMA,3
les vegans sont-ils contre l'avortement ?,1,christian,Twitter,MLMA,3
 ptdrrr j’ai juré !!! eh moi je m’attarde même pas jleur donne même pas l’heure ces bouffonnes,0,special_needs,Twitter,MLMA,3
 quand 20 de q.i généralement s’abstient de donner son avis sur quelque chose qu’on maitrise pas l’attardé,0,individual,Twitter,MLMA,3
  tout à fait d'accord pour summoning! comme ca s'attarde sur le côté sombre du seigne… ,0,other,Twitter,MLMA,3
la fachosphere ete inventee par la conosphere gauchiste cours d'arguments. la survie qu'on peut.nla cgt ap ,0,left_wing_people,Twitter,MLMA,3
  jsuis pas raciste negrophobes esh ... j’ai grave des potes renois rebeu asian européens b… ,1,african_descent,Twitter,MLMA,3
 t’es en retard tt les arabes fait ça,0,arabs,Twitter,MLMA,3
je note que les médias ont decidement beaucoup de mal nommer le racisme anti blancs comme tel...la bien pensence gauchiste veille.,0,other,Twitter,MLMA,3
  alerte mongol.,0,individual,Twitter,MLMA,3
t'es pour ou contre l'avortement ? - pierre — je vois difficilement comment peut être pour ou contre une réalité… ,0,indian/hindu,Twitter,MLMA,3
  il ne tien pas advairsaire si l'adversaire ne se déplace pas espece de mongol apres le… ,0,special_needs,Twitter,MLMA,3
  pauvres cons qui imposent leur dictature gauchiste... dieudonné soral et zemmour sont int… ,0,left_wing_people,Twitter,MLMA,3
 notre attardé nous mehdi,0,special_needs,Twitter,MLMA,3
ptdrrr tout les « anti satanistes/theorie du complot » dans la sauce ,0,other,Twitter,MLMA,3
cali ce con insupportable qui fait tjrs des esclandres sur les plateaux télé est gauchiste jusqu'au bout des d… ,0,indian/hindu,Twitter,MLMA,3
demain tu dis un asiat ching chong tu crois qu'a… ,0,asians,Twitter,MLMA,3
les maghrébines qui sont attirés par les renois elles sont comme les lgbt obligé de le revendiqué.,1,other,Twitter,MLMA,3
  quel mongol ce mec,0,individual,Twitter,MLMA,3
sur des betises s’est attardé,0,other,Twitter,MLMA,3
  des migrants africains nus qui agressent sauvagement des françaises pas qu cergy,0,immigrants,Twitter,MLMA,3
  fréquemment des arabes reconaissent que la france est belle et serait mieux sans les français !,1,arabs,Twitter,MLMA,3
 c est la gauchiste marine le pen l extreme droite en france? c est un sketch? team pochtrons les gars ,0,other,Twitter,MLMA,3
 qu'en tu est contre la doxa gauchiste tu passe pour un facho....... le simplisme à son paroxysme !!,0,left_wing_people,Twitter,MLMA,3
#cavous après 60 ans de sale nègre sale bougnoule sale melon sale arabe il est temps de parler un peu de racisme,0,other,Twitter,MLMA,3
 parce que genre la plus part des renois surtout au states été matrixer donc il fallu que black p… ,1,african_descent,Twitter,MLMA,3
il est juste nul adolescent attardé dans les griffes d’une vulgaire rombière. et entouré des pires tocards carriér… ,0,other,Twitter,MLMA,3
aujourd’hui pour la première fois dans vie m’a traité de sale arabe dans la rue c’est partie en del,0,indian/hindu,Twitter,MLMA,3
quand wauqiuez fait presque passer phillipe pour un gauchiste le droit d'être dépité ? #lemissionpolitique,0,left_wing_people,Twitter,MLMA,3
 tu es sale comme juif...,1,jews,Twitter,MLMA,3
donc elle viens d'insulter les arabes de fdp mais tu propose encore tes bras ?? mdrrrr passe à la maison que je t'e… ,1,arabs,Twitter,MLMA,3
  par contre pour la stigmatisation de l’avortement ou de l’homosexualité ils sont parfaitement au taquet,1,gay,Twitter,MLMA,3
un blanc qui tire sur des juifs c'est un fou. un arabe qui fait la même chose c'est un terroriste.,0,indian/hindu,Twitter,MLMA,3
gare aux propos islamophobes les facho de gauche et de droite. l'islam est une belle religion de paix et de partag… ,1,left_wing_people,Twitter,MLMA,3
les renois pourraient te plaire ? — j'ai pas de type de mecs ou de meufs donc oui ,0,other,Twitter,MLMA,3
  Ça veut dire qu'à une époque ts les rebeus revenaient du bled avec des paires de tn falsch. un mom… ,0,arabs,Twitter,MLMA,3
un jour au college à l'époque je m'étais fait insulter de sale juif ( suis musulman ) par un juif complexé de l'ëtr… ,0,arabs,Twitter,MLMA,3
tous les conservateurs soutenant wauquiez sont de reelles gauchiste refoule ! nle vote utile c'est rn point barre ! ,0,indian/hindu,Twitter,MLMA,3
 viens snap mongol fait un audio,0,special_needs,Twitter,MLMA,3
moore. le réalisateur s'attarde énormément sur les contacts et le physique de ses personnages. les corps tatoués su… ,0,other,Twitter,MLMA,3
    ce n'est pas de faute si tu écris comme un attardé atrophié du… ,0,individual,Twitter,MLMA,3
 sur moi ça va faire mongol,0,individual,Twitter,MLMA,3
ce mongolien de verratti il 43 ans il toujours pas progressé dans sa tête. toujours un débile,0,individual,Twitter,MLMA,3
top :  'bienvenue à #cergy où des migrants africains complètement nus agressent sauvagement les français… ,1,other,Twitter,MLMA,3
surtt psk t'es un gros mongol .....,0,individual,Twitter,MLMA,3
mdrrrrr genre y’a absolument que des noms arabes ? pas un seul blanc qui fasse des conneries dans le top 20? ,0,arabs,Twitter,MLMA,3
 un braqueur black? un braqueur non? un violeur et pédophile juif ou un prédateur sexuel tout court? k… ,0,individual,Twitter,MLMA,3
unf mongol,0,other,Twitter,MLMA,3
encore trop de femmes victimes de violence conjuguales.... ,0,women,Twitter,MLMA,3
 et l’attardé derrière qui s’éclate son gros crâne avec une pastèque ,0,individual,Twitter,MLMA,3
là un diner d’affaires en tenue de foot assis à une table en face du mac de st-ger si vous voyez 5 rebeus… ,0,indian/hindu,Twitter,MLMA,3
oh non ne dites pas que cette information est vraie. touche le fond avec cet ado attardé ! ,0,individual,Twitter,MLMA,3
t’aime pas les meufs renois ? — bah pourquoi je les aimerai pas ? ,1,african_descent,Twitter,MLMA,3
un sale radin de juif: wallah jte passe rien manger,0,other,Twitter,MLMA,3
 ptddrr aym t'rappel du renois qui voulait nous vendre des faux. il s'appelait martine le batard ,0,individual,Twitter,MLMA,3
y’a des renois c’est grave des bounty hein ils vont te sortir des « oui non l’afrique mérite ce qui lui arrive. l… ,0,african_descent,Twitter,MLMA,3
les renois sur twitter elle font les star mais toute leurs scolarité les clash avec leurs perruques faut pas oubliez,0,other,Twitter,MLMA,3
