text;label;type;source;dataset
 c'est ça ton excuse de merde?;1;;role_playing_game;cyberado
 un petit porc mdrrr bien trouver les deux bouffones elles t'emmerdent;1;;role_playing_game;cyberado
 zoé t'emmerde;1;;role_playing_game;cyberado
 mdr  tu ma bien tuer mais ca va comment les séances de réducation ? tarrive a remarcher ??;1;;role_playing_game;cyberado
 jules toi aussi tu pue la merde;1;;role_playing_game;cyberado
 moussa dis nous tes qui toi aussi tes une baleine ? tu flotte dans l'eau;1;;role_playing_game;cyberado
 tss tss la balaine;1;;role_playing_game;cyberado
 amine baleine*;1;;role_playing_game;cyberado
 mais jvais serre bande de trdc;1;;role_playing_game;cyberado
 mais jules je vais te dechirer noublie pas je venu chez toi;1;;role_playing_game;cyberado
 mais gros lol cquoi ton pb va te pendre sal pute;1;;role_playing_game;cyberado
 mais gros elle est dans sa classe allo elle a pas de respect pour elle, va sur les trottoirs c'est pareil;1;;role_playing_game;cyberado
 lucas etait en couple et toi tu est tjr la tu fou la merde en plus tu savai;1;;role_playing_game;cyberado
 paul et leo vous etes vraiment fatiguant c'est aberrant avec vos tete de teub;1;;role_playing_game;cyberado
 faut doser sur le couscous;1;;role_playing_game;cyberado
 Les ptitrs connes on va se calmer parce qu'à part m'insulter sur mon physique vous savez rien faire;1;;role_playing_game;cyberado
 t'as cas crever;1;;role_playing_game;cyberado
 laisser silivia tranquille avant je vous encule bande de cave;1;;role_playing_game;cyberado
 jvais te soulever;1;;role_playing_game;cyberado
" la merde ca sort par le cul et pas par la bouche leo77 et Paul72 ;P";1;;role_playing_game;cyberado
 jvais te peter les fchevilles t'entends;1;;role_playing_game;cyberado
 jvais te faire la guerre;1;;role_playing_game;cyberado
 lucas jmen balek il a qu'a rester avec sa sophie c'est elle qui est moche;1;;role_playing_game;cyberado
 j'vais briser ton cul  comme ca </3;1;;role_playing_game;cyberado
 arthur t'es pas productif tu parles pour dire que de la merde;1;;role_playing_game;cyberado
 JVAI GAZER TOUTES TA DESCENDENCE;1;;role_playing_game;cyberado
 juste que vous vous sentez obligé de revandiquer le fait que vous etes lesbiennes cest genant;1;;role_playing_game;cyberado
 julie nva sucer tes grans mort;1;;role_playing_game;cyberado
 jules vien dans notre camp sinon j'vais te peter le fion;1;;role_playing_game;cyberado
 jules lvdm jvais tencule;1;;role_playing_game;cyberado
 je vais te retourner le trou de balle c’est tout ce qu’on vas faire;1;;role_playing_game;cyberado
 je vais te renvoyer dans ta tribue;1;;role_playing_game;cyberado
 je vais te niquer ta darone la pute;1;;role_playing_game;cyberado
 je vais te niquer fils de pute nique zemmour;1;;role_playing_game;cyberado
 je vais te niker tt tes mort toi ta daronne ton daron et ton fdp de Jimmy le gwer;1;;role_playing_game;cyberado
 Je vais te defigurer ;1;;role_playing_game;cyberado
 JE VAIS TE BRISER TES OS BOIRE TON SANG SALOPE;1;;role_playing_game;cyberado
 on les merdes comme vous ya pas a vous respecter;1;;role_playing_game;cyberado
 jje t'emmerde.;1;;role_playing_game;cyberado
 nan mais francois tu nous dira ce que ca fait d'etre une petite merde comme ca hein;1;;role_playing_game;cyberado
 il va carrément rebondir sur lui ;1;;role_playing_game;cyberado
 Hitler il était pas si mauvais il s'est juste tromper de cible;1;;role_playing_game;cyberado
 hitler a vise les mauvais;1;;role_playing_game;cyberado
 hebert je vais te niquer on se fait un tete ?;1;;role_playing_game;cyberado
 hebert je vais te faire;1;;role_playing_game;cyberado
 grosse pute va;1;;role_playing_game;cyberado
 gros ouf il ma dit et va niker tes mort aussi;1;;role_playing_game;cyberado
 ftg tu vas kiffer;1;;role_playing_game;cyberado
 ferme ta gueule jvais te faire bouffer ma bite;1;;role_playing_game;cyberado
 fdp va niker ttes mort grosse kehba de bitch;1;;role_playing_game;cyberado
 fatimah son vagin il sens le cochon,;1;;role_playing_game;cyberado
 fatimah on va t'enfoncer ton voile dans le cul;1;;role_playing_game;cyberado
 Et comment tu vas t'y prendre l'obèse ?;1;;role_playing_game;cyberado
 si je sert a regler vos problemes de merde;1;;role_playing_game;cyberado
 en plus d'être en manque tu es un vampire?;1;;role_playing_game;cyberado
 elles ont cas pas s'afficher devant tout le monde c'est deguelasse;1;;role_playing_game;cyberado
 elle a bien du avaler celle la;1;;role_playing_game;cyberado
 d'ou tu me parle? faudrait deja que tu perde 100 kg avant de me donner des ordres la grosse;1;;role_playing_game;cyberado
 donc va te faire soigner et vite;1;;role_playing_game;cyberado
 oe pure merde;1;;role_playing_game;cyberado
 coralie j vais tellement t'neculer qu'on va retrouver du petrole dans ton cul enculer;1;;role_playing_game;cyberado
 comme ta daronne la tchwin zebi tu me degoute gros crasseux que t va bouffer tes grosse bite ;1;;role_playing_game;cyberado
 c'est toi qui insultes abruti va;1;;role_playing_game;cyberado
 theo le justicier de merde mddrr;1;;role_playing_game;cyberado
 cava bouboule ?;1;;role_playing_game;cyberado
 c un ouf lui on va le def;1;;role_playing_game;cyberado
 brique de lait va baiser tes morts;1;;role_playing_game;cyberado
 brice jvais te perce le ventre tu va voir ballons de bodruche ah;1;;role_playing_game;cyberado
 bon fatima on va te ntm tkt;1;;role_playing_game;cyberado
 bande de pute va mais grave elle vont voir;1;;role_playing_game;cyberado
 bande de crasseux meme arthur on va te degager de la classe ;1;;role_playing_game;cyberado
 bahaha aller va te prendre une queue dans le cul ca te decoincera;1;;role_playing_game;cyberado
 bah va fist ton pere alors;1;;role_playing_game;cyberado
 bah si toi Soan je vais t’enculer sale mms;1;;role_playing_game;cyberado
 bah moi je te dit ce que tu va faire tu va bien niker tes mort ;1;;role_playing_game;cyberado
 bah déjà d'où t'aime les mecs c'est un virus donc va te faire soigner;1;;role_playing_game;cyberado
 bah avec le sida c sur tu va crever vite silvia ??;1;;role_playing_game;cyberado
 Au sale blanc d’extrémiste tu vas fermer ta grosse geule et tu vas supprimer la photo parce que gris jvzis enculé bêtement y’a mère;1;;role_playing_game;cyberado
 Au David fais pas le fou Jvais enculer bien sagement toi et ta pute de famille donc mtn tu supprime avant que jte soulève devant t p’tits camarades;1;;role_playing_game;cyberado
 assume que t gouine c tout grosse pute va;1;;role_playing_game;cyberado
 arrete si brice mange plus il vas exploser;1;;role_playing_game;cyberado
 arreté bande de conne vous avez cas travaillé ;1;;role_playing_game;cyberado
 Adrien94  Tu n'as rie nd'autre a faire que de venir foutre la merde ici, tu as pas d'amis pour t'occuper ?;1;;role_playing_game;cyberado
 amine je vais te niquer tout tes mort;1;;role_playing_game;cyberado
 alors parle lui avant de croire adrien ce con;1;;role_playing_game;cyberado
 alors maintenant dégage et va réviser tes cours pétasse;1;;role_playing_game;cyberado
 allo le viol c'est pas une blague grosse bouffonne,  va falloir avoir des valeurs un peu là un minimum;1;;role_playing_game;cyberado
 ah mais nan c'est vrai t'aimes te faire péter le cul j'avais oublié;1;;role_playing_game;cyberado
 adrien parle mieux vraiment j’vais t’enculer respect la fdp;1;;role_playing_game;cyberado
 adrien je vais doucement dans le cul de ta daronne;1;;role_playing_game;cyberado
 zoé tu vaux mieux que sa ;0;;role_playing_game;cyberado
 ya pas de s à vas amine ;0;;role_playing_game;cyberado
 vous vous etes cru dans un mauvais film americain lol;0;;role_playing_game;cyberado
 venez on va la taper sur MSN;0;;role_playing_game;cyberado
 vas-y juste soit cool avec elle;0;;role_playing_game;cyberado
 Vas-y continue Francois;0;;role_playing_game;cyberado
 vas-y c'est bon ca te sert a rien d'avoir la haine comme ça;0;;role_playing_game;cyberado
 vasi vvien a la lib on va voire ;0;;role_playing_game;cyberado
 vasi Leocalme toi laisse julie parler;0;;role_playing_game;cyberado
 vasi jle prend vraiment pour moi bonnnnn;0;;role_playing_game;cyberado
 vasi essaie ;0;;role_playing_game;cyberado
 vasi allez vous tuer elle a rien fait;0;;role_playing_game;cyberado
 vas y t'es tellement une pute que tu irai draguer meme les mecs de tes copines;0;;role_playing_game;cyberado
 Vas- y essaye toujours;0;;role_playing_game;cyberado
 vas y ciao les ploucs;0;;role_playing_game;cyberado
 vas dormir tu sers a rien ;0;;role_playing_game;cyberado
 vas dans un asile !!!;0;;role_playing_game;cyberado
 valeur de notre pays;0;;role_playing_game;cyberado
 Va si ecplique toi !;0;;role_playing_game;cyberado
 va dodo c mieux;0;;role_playing_game;cyberado
 va chez la police on tenmene meme si tu veux;0;;role_playing_game;cyberado
 tu vas voir quand tu sortiras des vestiaires ;0;;role_playing_game;cyberado
 tu vas rien comprendre;0;;role_playing_game;cyberado
 tu vas pas gâcher ta vie juste à cause d'idiots;0;;role_playing_game;cyberado
 tu vas faire quoi ? essayer de me pousser avec tes mini muscles ? essaie et je te roule dessus;0;;role_playing_game;cyberado
 tu vas faire quoi;0;;role_playing_game;cyberado
 tu vas faire médecine toi pas vrai?;0;;role_playing_game;cyberado
 tu va te detendre julie;0;;role_playing_game;cyberado
 tu va rien faire c'est de sa faute ;0;;role_playing_game;cyberado
 tu va marcher sur l'eau;0;;role_playing_game;cyberado
 Tu t'es jamais vu au miroir? avant de parler;0;;role_playing_game;cyberado
 tu peux me promettre que tu vas arrêter ?;0;;role_playing_game;cyberado
 toi tu sais que être méchante ma pauvre je t'imaginais pas comme ça franchement pauline le karma va se retourner ;0;;role_playing_game;cyberado
 tkt tu vas retrouver en prison;0;;role_playing_game;cyberado
 tkt pauline tu vas avoir ce que tu merites;0;;role_playing_game;cyberado
 tkt pas en face je vais te montrer mon petit bijoux;0;;role_playing_game;cyberado
 tkt je l'attendrais devant chez elle;0;;role_playing_game;cyberado
 teresa les preuves disparaissent comme fatima va disparaitre;0;;role_playing_game;cyberado
 teresa je vais pas le répeter tu n'y iras pas chez la police;0;;role_playing_game;cyberado
 t'as un problème va te faire soigner sale homophobe;0;;role_playing_game;cyberado
 ta photo elle va faire un voyage;0;;role_playing_game;cyberado
 t mauvais;0;;role_playing_game;cyberado
 Supprime cette photo David avant que je te moullone;0;;role_playing_game;cyberado
 STOP PAUL ! STOP LEO ! ET JULIE, on va régler ça en FACE2FACE j'en peux PLUS !;0;;role_playing_game;cyberado
 srx la on va parler du faites que vous etes 3 a pas avoir de vies et vous vous dechainez sur une meuf qui a rien demander sur c'est origine qui a les meme droits que vous et qui esseye juste de pas creuver avec faut insulte allez tous passer sous un pont , et vous irrai mieux;0;;role_playing_game;cyberado
" silvia va ken hebert il a l'air detre chaud vu que toi ca te"" derange pas";0;;role_playing_game;cyberado
 si t'avais pas envoyé ma photo on en serait pas là pauline;0;;role_playing_game;cyberado
 Si elle est mauvaise au pieu c'est pas de ma faute;0;;role_playing_game;cyberado
 salut majorie la jalouse tu vas bien;0;;role_playing_game;cyberado
 Salut Adri,  ça va?;0;;role_playing_game;cyberado
 personne veut etre ami avec toi tqt elle va vouloir nous pecho la collg;0;;role_playing_game;cyberado
 pauline tu devais nous réconciller lol;0;;role_playing_game;cyberado
 part devant paert derriere part touys les coter;0;;role_playing_game;cyberado
 parle mieux de Soan, Diana sinon on vas t’envoyer une équipe;0;;role_playing_game;cyberado
 OOOHHH JVAI TOUS VS NIKEZ STOP JAW;1;;role_playing_game;cyberado
 on vas s'aimer sous une etoile ou sous un oreiller;0;;role_playing_game;cyberado
 on vas les voir Julie et Léa, je vous dis ils viendrons même pas;0;;role_playing_game;cyberado
 on vas faire du sport et evite de tous faire sortir;0;;role_playing_game;cyberado
 on va vous détruire;0;;role_playing_game;cyberado
 on va venir à plusieurs;0;;role_playing_game;cyberado
 on va faire desmontages tu as te retrouver à poil sur internet ptddrrrr;0;;role_playing_game;cyberado
 on va dire a un gadjo de la violer sa va lui remettre les idée en place;0;;role_playing_game;cyberado
 tu voit ta bite debout ?;0;;role_playing_game;cyberado
 pas les bites ca c sur;0;;role_playing_game;cyberado
 Je n'ai pas une petite bite ! ;0;;role_playing_game;cyberado
 Diana je sais ou t’habite;0;;role_playing_game;cyberado
 allo mme est homophobe;0;;role_playing_game;cyberado
 laissé la tranquille elle n'est pas avec elle elle vous a dit ;0;;role_playing_game;cyberado
 mais ya eu des photos pk elle mito ;0;;role_playing_game;cyberado
 grave on a tous vu;0;;role_playing_game;cyberado
 grave abuser vous me degoutez;0;;role_playing_game;cyberado
 putain mais laissez nous tranquille jvous dis qu'on est pas ensemble point;0;;role_playing_game;cyberado
 wshhh elodie dit leur on a vu leur sal photo ;0;;role_playing_game;cyberado
 tu sais dire d'autres choses à part ça ?;0;;role_playing_game;cyberado
 anna bebe t ou;0;;role_playing_game;cyberado
 ça se fait pas en plus de prendre en photos ;0;;role_playing_game;cyberado
 assume c pas compliquer;0;;role_playing_game;cyberado
 taimes lesfilles;0;;role_playing_game;cyberado
 y'a rien à assumer,  puisqu'y a r;0;;role_playing_game;cyberado
 burk sa me degoute;0;;role_playing_game;cyberado
 elle etait juste en train de la rassurer cest rien ;0;;role_playing_game;cyberado
 qui les supp du groupe la;0;;role_playing_game;cyberado
 enfiiin;0;;role_playing_game;cyberado
 me degoute;0;;role_playing_game;cyberado
 on est pas ensemble déjà puis même si c'était le cas,  ça ne te regarde pas et je vois pas en quoi ça te concerne;0;;role_playing_game;cyberado
 on sen blkkkkk mais fort;0;;role_playing_game;cyberado
 bah alors tais-toi et laisse-nous vivre;0;;role_playing_game;cyberado
 faut assumer frr;0;;role_playing_game;cyberado
 mais c'est pas notre pote  deja;0;;role_playing_game;cyberado
 ça te dérange si c'était le cas ?;0;;role_playing_game;cyberado
 mais calmez-vous chaqu'un s'est préférence;0;;role_playing_game;cyberado
 on va bien se marrer;0;;role_playing_game;cyberado
 graaave;0;;role_playing_game;cyberado
 mais grave wlh;0;;role_playing_game;cyberado
 mais t'es une grande malade toi;0;;role_playing_game;cyberado
 un zizi pas de chatte ;0;;role_playing_game;cyberado
 t'as des problèmes pour dire des choses pareil;0;;role_playing_game;cyberado
 :') :') :') :') :') :') ;0;;role_playing_game;cyberado
 tu te rends compte de ce que tu dis là ??;0;;role_playing_game;cyberado
 je rigole roh;0;;role_playing_game;cyberado
 un peu d'humour;0;;role_playing_game;cyberado
 mais arréter c'est exessif la vous aimeriez etre a sa place et qu'on vous dises la meme chose ?! Non,  parce que personne ne mérite ca ;0;;role_playing_game;cyberado
 ouais arthur xsh t sah;0;;role_playing_game;cyberado
 mais grave putain c chaud;0;;role_playing_game;cyberado
 laissé la tranquille elle a le droit d'aimer qui elle veut ;0;;role_playing_game;cyberado
 c une blague les gens qui retournent leur veste la tous des hypocrites la;0;;role_playing_game;cyberado
 mais grave que des traitres;0;;role_playing_game;cyberado
 on est pas de fucking monde;0;;role_playing_game;cyberado
 si vous ne disiez pas n'importe quoi aussi,  les gens seraient peut-êtr eun peu avec vous;0;;role_playing_game;cyberado
 ptddddrrrrrrr mais la blague;0;;role_playing_game;cyberado
 tchaoooooo;0;;role_playing_game;cyberado
 allez-y dégagez nous vous allez faire quoi ?;0;;role_playing_game;cyberado
 stop reviens bb;0;;role_playing_game;cyberado
 c'est les homophobes qu'on dégage pas nous;0;;role_playing_game;cyberado
 GRAVE jsuis daccord;0;;role_playing_game;cyberado
 yanis t'es bourré?;0;;role_playing_game;cyberado
 brice tu es mechant;0;;role_playing_game;cyberado
 brice t'es vraiment très gros;0;;role_playing_game;cyberado
 ...;0;;role_playing_game;cyberado
 okok;0;;role_playing_game;cyberado
 frapper vous dans vrai vie au lieu d'être derriere un écran;0;;role_playing_game;cyberado
 david calme toi ;0;;role_playing_game;cyberado
 vous voulez que jje me jette d'un pont;0;;role_playing_game;cyberado
 ouais javoue yanis a raison ;0;;role_playing_game;cyberado
 ok pour le pont;0;;role_playing_game;cyberado
 nan nan tinquiète brice pas de prob;0;;role_playing_game;cyberado
 je vous mange tous;0;;role_playing_game;cyberado
 brice jette toi ;0;;role_playing_game;cyberado
 Brice bien jouer pour ton role lorsque tu as fait la boule dans indiana jones;0;;role_playing_game;cyberado
 nan c'est fort boyard ;0;;role_playing_game;cyberado
 oe on sais que tu mange beacoup;0;;role_playing_game;cyberado
 vous ete pas genti.;0;;role_playing_game;cyberado
 qui pour un kebab ?;0;;role_playing_game;cyberado
" il manque un ""l""";0;;role_playing_game;cyberado
 toi aussi gros porc;0;;role_playing_game;cyberado
 brice eeeooooo;0;;role_playing_game;cyberado
 Okkkk cest bon vous me faites chier je vais poster encore plus de photo de mon petit cheri francois;0;;role_playing_game;cyberado
 au pire on mange Brice y'a de quoi manger pour trois jour;0;;role_playing_game;cyberado
 pas du tout on nourrit toute l afrique pendant 3 ans;0;;role_playing_game;cyberado
 bon aller les gars jme taille vous foutez la honte ;0;;role_playing_game;cyberado
 bon enlevez cette photo;0;;role_playing_game;cyberado
 sinon;0;;role_playing_game;cyberado
 commence par te lever;0;;role_playing_game;cyberado
 je vous aimes les gars p'tin;0;;role_playing_game;cyberado
 hy;0;;role_playing_game;cyberado
 👋;0;;role_playing_game;cyberado
 Salut;0;;role_playing_game;cyberado
 salut ;0;;role_playing_game;cyberado
 non m'en branle va la salle de sport;0;;role_playing_game;cyberado
 ok on est avec toi Adrien;0;;role_playing_game;cyberado
 pq vous dites ça?;0;;role_playing_game;cyberado
 déja toi sylvia me parle pas;0;;role_playing_game;cyberado
 pq tu dis ça?;0;;role_playing_game;cyberado
 euh quelle soirée?;0;;role_playing_game;cyberado
 c'est clair tu abuses !;0;;role_playing_game;cyberado
 calme toi adri;0;;role_playing_game;cyberado
 t'as un problème ?;0;;role_playing_game;cyberado
 oui c toi;0;;role_playing_game;cyberado
 commence pas a parler d elle comme ca;0;;role_playing_game;cyberado
 C pas de sa faute c Lucas;0;;role_playing_game;cyberado
 c'est quoi ton fucking pblm;0;;role_playing_game;cyberado
 nicolas tu vas trop loin la;0;;role_playing_game;cyberado
 merci Soan;0;;role_playing_game;cyberado
 *dans le miroir;0;;role_playing_game;cyberado
 achète un bescherelle;0;;role_playing_game;cyberado
  Les gars faut pas en faire toute une histoire calmez vous;0;;role_playing_game;cyberado
 de quoi on parle merde?;0;;role_playing_game;cyberado
 on est pas gouines,  je lui tenais la main pour la réconforter y a quoi ? laissez-nous vivre;0;;role_playing_game;cyberado
 tu as embrasser Lucas alors que sophia est ta pote ! ;0;;role_playing_game;cyberado
 tu as foutu la merde dans leurs couple ;0;;role_playing_game;cyberado
 c'est dégeulasse;0;;role_playing_game;cyberado
 bravo. je te complimente;0;;role_playing_game;cyberado
 c'est Lucas qui a mis sa langue dans ma bouche donc déjà tu redescends;0;;role_playing_game;cyberado
 en plus tu dis que c'est sa faute;0;;role_playing_game;cyberado
 j'y peux rien si elle est pas foutue de tenir son mec;0;;role_playing_game;cyberado
 Avec ta mère Adrien;0;;role_playing_game;cyberado
 sa faute*;0;;role_playing_game;cyberado
 Arreter laisser la tranquille elle a rien fait;0;;role_playing_game;cyberado
 Puis ça arrive;0;;role_playing_game;cyberado
 San tas rien fait et ne fait rien mnt;0;;role_playing_game;cyberado
 Il a mis sa langue dans ma bouche j'ai rien fait pour la retirer mais faut te calmùer avec les insultes ;0;;role_playing_game;cyberado
 soan;0;;role_playing_game;cyberado
 c'est pas cool;0;;role_playing_game;cyberado
 non sa arrive pas elle ne peux pas se trouver un mec sans foutre le couple des autres en l'air !;0;;role_playing_game;cyberado
 la réconforter et lka galoche après;0;;role_playing_game;cyberado
 arrete de mentir ;0;;role_playing_game;cyberado
 Elle a pas réfléchit puis Lucas à sa part de responsabilité;0;;role_playing_game;cyberado
 merci Herbert;0;;role_playing_game;cyberado
 plus rien à dire?;0;;role_playing_game;cyberado
 oula,  t'attaques? ;0;;role_playing_game;cyberado
 il voulait pas LUI!;0;;role_playing_game;cyberado
 en fcs ça donne quoi Einstein?;0;;role_playing_game;cyberado
 Oh calmez-vous on est quand même pote tout de même;0;;role_playing_game;cyberado
 je le pensais mais bon;0;;role_playing_game;cyberado
 je suis pas potes avec des aguicheuse pareil ! je voudrait pas qu'on me pennes attentionner mon copain;0;;role_playing_game;cyberado
 tais-toi ;0;;role_playing_game;cyberado
 attentionnellement*;0;;role_playing_game;cyberado
 je pique les mecs moi apparement;0;;role_playing_game;cyberado
 j'ai pas besoin de savoir lire;0;;role_playing_game;cyberado
 ouais ;0;;role_playing_game;cyberado
 ohhh ca part bien ;0;;role_playing_game;cyberado
 c'est ton père qui les paie;0;;role_playing_game;cyberado
 et apres tu leur donne des MST;0;;role_playing_game;cyberado
 personne oblige ta soeur à savoir lire non plus;0;;role_playing_game;cyberado
 le mien il a de l argent au moins ;0;;role_playing_game;cyberado
 et il apie;0;;role_playing_game;cyberado
 paie;0;;role_playing_game;cyberado
 c'est bon chacun fait ce qu'il veut aucune d'entre vous n'aimerait faire faire insulter alors pourquoi vous continuer;0;;role_playing_game;cyberado
 il a pas besoin d'aller au bar;0;;role_playing_game;cyberado
 il leur paie des apparts privés;0;;role_playing_game;cyberado
 ça se voit vous êtes pas des potes si ça vous est jamais de réconforter votre pote;0;;role_playing_game;cyberado
 après c'est pas difficile savoir où t'es pendant la nuit ;0;;role_playing_game;cyberado
 de où je suis une connasse?;0;;role_playing_game;cyberado
 Adri calme-toi ça sert à rien de sénerver;0;;role_playing_game;cyberado
 alors plus rien à dire Silvia?;0;;role_playing_game;cyberado
 écoute si tu es frustré pcq tu en as une mini c'est pas de ma faute;0;;role_playing_game;cyberado
 t'es sérieuse? en plus tu continue;0;;role_playing_game;cyberado
 te mele pas de ca herbert;0;;role_playing_game;cyberado
 On se calme arreter de l'attaquer tout le temps a la fin;0;;role_playing_game;cyberado
 Tkt Soan ils me font pitié;0;;role_playing_game;cyberado
 tu prend tout ton temps pour embrasser des mecs en couple c'est sa ?;0;;role_playing_game;cyberado
 tu as trouver une nouvelle cible ?;0;;role_playing_game;cyberado
 tu veux que j'essaie le tien?;0;;role_playing_game;cyberado
 viens la voir et verrai quel fera plus mal que ce que tu crois ;0;;role_playing_game;cyberado
 t encore pucelle et tu parle avec moi;0;;role_playing_game;cyberado
 Parle bien fils;0;;role_playing_game;cyberado
 herbert arrete;0;;role_playing_game;cyberado
 t'es venu au nom de dieu Herbert? ;0;;role_playing_game;cyberado
 bien ouej adri;0;;role_playing_game;cyberado
 ne te mele pas plus;0;;role_playing_game;cyberado
 tu veux quoi herbert qu'elle t'embrasse aussi ?;0;;role_playing_game;cyberado
 tu la kiffe cette pétasse ?;0;;role_playing_game;cyberado
 allé un nouveau client pour toi Silvia;0;;role_playing_game;cyberado
 tout sa parce que t'es jalouse de leurs amour connasse ;0;;role_playing_game;cyberado
 félicitations;0;;role_playing_game;cyberado
 c'est toi qui se mele ;0;;role_playing_game;cyberado
 Je veux juste que ça sarange;0;;role_playing_game;cyberado
 c vrai herbert il est nien il a pas pécho le mec de sophie luii!!!!!!;0;;role_playing_game;cyberado
 tu dois kiffer;0;;role_playing_game;cyberado
 ban t ou sylvia on t entend plus ;0;;role_playing_game;cyberado
 sylvia ouuouuu?;0;;role_playing_game;cyberado
 pas plus que toi Soan;0;;role_playing_game;cyberado
 laiisser;0;;role_playing_game;cyberado
 Alors Silvia?;0;;role_playing_game;cyberado
 Les gars vous tourné pas contre moi ;0;;role_playing_game;cyberado
 merde;0;;role_playing_game;cyberado
 donc on en était où?;0;;role_playing_game;cyberado
 tkt pas Silvia ce sont que des cons;0;;role_playing_game;cyberado
 ah oui;0;;role_playing_game;cyberado
 C'est bon au pire laissez la et on passe à autre chose, vous faites quoi ce week-end ?;0;;role_playing_game;cyberado
 Adrien ;0;;role_playing_game;cyberado
 moi j'avais rien demandé;0;;role_playing_game;cyberado
" ;;;";0;;role_playing_game;cyberado
 michel tu vas finir plus bas que terre toiausssi;0;;role_playing_game;cyberado
 c'est parce qu'il a eu une vrai leçon, lui aussi il piquer les meufs des autres ?;0;;role_playing_game;cyberado
 il pourras pas t acheter de tel;0;;role_playing_game;cyberado
 le tien oui;0;;role_playing_game;cyberado
 respecter sa famille puatin;0;;role_playing_game;cyberado
 et pq tu me traites de pute?;0;;role_playing_game;cyberado
 cest pas respectable ;0;;role_playing_game;cyberado
 techniquement mon père était comptable ;0;;role_playing_game;cyberado
 mais si tu veux;0;;role_playing_game;cyberado
 il s est suicider ;0;;role_playing_game;cyberado
 il les collectionnent ;0;;role_playing_game;cyberado
 Et ta soeur elle veut meme plus te voir Adrien alors tait toi;0;;role_playing_game;cyberado
 demande à ta mère comment elle arrive à te faire manger;0;;role_playing_game;cyberado
 mes tu va areter jimmy;0;;role_playing_game;cyberado
 Mais oui... ;0;;role_playing_game;cyberado
 on m'insulte et je dois faire l'autruche;0;;role_playing_game;cyberado
 t'as vu ça où?;0;;role_playing_game;cyberado
 comme une autruche tu met ta tete dans des trou ?;0;;role_playing_game;cyberado
 Ca commence a etre lourd la;0;;role_playing_game;cyberado
 met ta tete entre tes cuisses a la place de prendre les mecs des autres ;0;;role_playing_game;cyberado
 boucje;0;;role_playing_game;cyberado
 dans ma boche... Voilà qu'on devient raciste;0;;role_playing_game;cyberado
 bravo;0;;role_playing_game;cyberado
 les trous de la tienne sont plus larges vu les mecs qu'elle s'enfile;0;;role_playing_game;cyberado
 tout doux les loups;0;;role_playing_game;cyberado
 au moins j'arrive à me faire embrasse Diana;0;;role_playing_game;cyberado
 Fermez vos geule à la fin laiisser la tranquille;0;;role_playing_game;cyberado
 embrasser*;0;;role_playing_game;cyberado
 jai pas besoin d'embrasser un mec en le forcant moi :);0;;role_playing_game;cyberado
 c'est ton père qui te forçait;0;;role_playing_game;cyberado
 bien ouej;0;;role_playing_game;cyberado
 c'est pour ça que tu marches pas droit;0;;role_playing_game;cyberado
 chaud;0;;role_playing_game;cyberado
 tu as jamais reussis a marcher droit ;0;;role_playing_game;cyberado
 toi aussi tu marche pas droit parceque tu t fais demonter par ton pere;0;;role_playing_game;cyberado
 faut pas attaquer les gens gratuitement;0;;role_playing_game;cyberado
 pute ;0;;role_playing_game;cyberado
 faut suivre;0;;role_playing_game;cyberado
 il est manque dans son cimetire;0;;role_playing_game;cyberado
 Bonne nuit bisous;0;;role_playing_game;cyberado
 allez vous faure foutre$;0;;role_playing_game;cyberado
 Tu parles j'ai adoré mdr,  t'es jalouse d emes résultats c'est tout;0;;role_playing_game;cyberado
 Tu devrais faire un gros régime Zoé Si tu veux je t'aide :);0;;role_playing_game;cyberado
 merde parle a lucas avant de hurler sur silvia$;0;;role_playing_game;cyberado
 Marjorie ce n'est pas gentil de faire ca;0;;role_playing_game;cyberado
 ohh lala vous etes mechante;0;;role_playing_game;cyberado
 laissez-moi tranquille je vous ai rien demandé;0;;role_playing_game;cyberado
 oui moi jalouse mdr jalouse de toi en plus;0;;role_playing_game;cyberado
 meme une vache veut pas que ta bz;0;;role_playing_game;cyberado
 zoé fait pas attention à ceux quelle dit;0;;role_playing_game;cyberado
 evidemment que tu est jalouse de zoé et moi nous somme plus fortes que toi;0;;role_playing_game;cyberado
 vous etes pas dans sa situation vous savez pas ce qu'elle vie;0;;role_playing_game;cyberado
 tu n'a pas le droit de dire ce que les autre doivent faire;0;;role_playing_game;cyberado
 tous a fait d'accord avec julien;0;;role_playing_game;cyberado
 c'est toi qui insultes là calme-toi un peu;0;;role_playing_game;cyberado
 ta geul toi meme majorie la *****;0;;role_playing_game;cyberado
 je ne vbais pas me calme vous etes des viperes;0;;role_playing_game;cyberado
 meme la police va rigoler à ce niveau la ;0;;role_playing_game;cyberado
 perdre du poid quelle ironie;0;;role_playing_game;cyberado
 haha cest pas drole du touyt;0;;role_playing_game;cyberado
 hahaha ce qui est marrant c'est de te voir nous envier;0;;role_playing_game;cyberado
 a peine marcher elle a du mal;0;;role_playing_game;cyberado
 mais allez vous faire voir et commencer par essayer d'avoir de meilleures notes que moi et on verra après pour parler;0;;role_playing_game;cyberado
 il lui faut cess deux béquilles natasha et pauline;0;;role_playing_game;cyberado
 deja on est pas con soan;0;;role_playing_game;cyberado
 peut etre physiquement elle ne vous plaie pas mais moralement vous voulez tous etre comme elles;0;;role_playing_game;cyberado
